Thread ID: -608599848
Total: 0.053116

 %self     total     self     wait    child    calls  name
  0.02      0.00     0.00     0.00     0.00        1  ActionController::MimeResponds::Responder#custom
  0.02      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#class_of_active_record_descendant
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#complete_request_uri
  0.01      0.00     0.00     0.00     0.00        1  Array#inspect
  0.01      0.00     0.00     0.00     0.00        7  ActiveRecord::Associations::AssociationProxy#loaded?
  0.01      0.00     0.00     0.00     0.00        2  ActiveSupport::CoreExtensions::String::Inflections#underscore
  0.01      0.00     0.00     0.00     0.00        5  <Module::SimpleForm>#wrapper_tag
  0.01      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#raise_if_bind_arity_mismatch
  0.01      0.00     0.00     0.00     0.00        2  <Class::Rack::Utils::HeaderHash>#new
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::AssociationCollection#initialize
  0.01      0.00     0.00     0.00     0.00        1  ActionController::ParamsParser#parse_formatted_parameters
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Filters::BeforeFilter#call
  0.01      0.00     0.00     0.00     0.00        4  ActiveSupport::CoreExtensions::Array::Access#second
  0.01      0.00     0.00     0.00     0.00        4  ActionController::Base#performed?
  0.01      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::AbstractAdapter#reset_runtime
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#assign_default_content_type_and_charset!
  0.01      0.00     0.00     0.00     0.00        6  String#html_safe?
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Helpers::FormTagHelper#token_tag
  0.01      0.00     0.00     0.00     0.00        6  NilClass#to_a
  0.01      0.00     0.00     0.00     0.00        7  Fixnum#>
  0.01      0.00     0.00     0.00     0.00        1  ActionController::ProcessWithTest#set_test_assigns
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#validate_render_arguments
  0.01      0.00     0.00     0.00     0.00        4  ActiveSupport::CoreExtensions::Array::Access#third
  0.01      0.00     0.00     0.00     0.00        5  <Module::SimpleForm>#components
  0.01      0.00     0.00     0.00     0.00        2  Kernel#extend
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Time::Conversions#to_s
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint#close
  0.01      0.00     0.00     0.00     0.00        2  List(id: integer, name: string, created_at: datetime, updated_at: datetime)#name
  0.01      0.00     0.00     0.00     0.00        2  Task(id: integer, name: string, done: boolean, created_at: datetime, updated_at: datetime, list_id: integer)#name
  0.01      0.00     0.00     0.00     0.00        3  String#to_i
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Base#ensure_proper_type
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::AssociationProxy#set_inverse_instance
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::HasManyAssociation#has_cached_counter?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#new
  0.01      0.00     0.00     0.00     0.00        5  Hash#values
  0.01      0.00     0.00     0.00     0.00        3  ActiveRecord::Associations::AssociationCollection#proxy_respond_to?
  0.01      0.05     0.00     0.00     0.05        1  Rack::Head#call
  0.01      0.00     0.00     0.00     0.00        2  Array#eql?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#nonempty_ok_response?
  0.01      0.00     0.00     0.00     0.00        3  ActionView::Helpers::AssetTagHelper#path_to_javascript
  0.01      0.00     0.00     0.00     0.00        3  String#count
  0.01      0.00     0.00     0.00     0.00        2  #<Module:0xb7344164>#hash_for_list_path
  0.01      0.00     0.00     0.00     0.00        5  Kernel#try
  0.01      0.05     0.00     0.00     0.05        1  ActionController::StringCoercion#call
  0.01      0.00     0.00     0.00     0.00        3  ActionController::PolymorphicRoutes#routing_type
  0.01      0.00     0.00     0.00     0.00        3  Rack::Utils::HeaderHash#each
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint#check_input
  0.01      0.00     0.00     0.00     0.00        9  String#strip!
  0.01      0.00     0.00     0.00     0.00        5  <Class::File>#extname
  0.01      0.00     0.00     0.00     0.00        9  String#empty?
  0.01      0.00     0.00     0.00     0.00        2  Rack::Utils::HeaderHash#include?
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations#association_instance_set
  0.01      0.00     0.00     0.00     0.00        5  Module#const_get
  0.01      0.00     0.00     0.00     0.00        5  Array#initialize
  0.01      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionPool#connected_without_synchronization?
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::HasManyAssociation#we_can_set_the_inverse_on_this?
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Calculations::ClassMethods#validate_calculation_options
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_cookies!
  0.01      0.00     0.00     0.00     0.00        5  ActiveRecord::ConnectionAdapters::SQLiteAdapter#add_lock!
  0.01      0.00     0.00     0.00     0.00        5  MatchData#to_s
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#form_data?
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::HasManyAssociation#cached_counter_attribute_name
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#sweep
  0.01      0.00     0.00     0.00     0.00        1  Rack::Response#to_a
  0.01      0.00     0.00     0.00     0.00        5  <Class::ActionController::Base>#asset_host
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::AssociationCollection#empty?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#initialize
  0.01      0.00     0.00     0.00     0.00        6  ActionController::Base#default_url_options
  0.01      0.00     0.00     0.00     0.00        1  ActionView::PathSet#load!
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#after_dispatch_callback_chain
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Helpers::AssetTagHelper#path_to_stylesheet
  0.01      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#release_connection
  0.01      0.00     0.00     0.00     0.00        1  Module#append_features
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActionView::PathSet>#type_cast
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint#each
  0.01      0.00     0.00     0.00     0.00        6  Fixnum#-
  0.01      0.05     0.00     0.00     0.05        1  <Class::ActionController::Base>#process
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Base#controller_path
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Helpers::InstanceTag#value
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::AssociationProxy#conditions
  0.01      0.00     0.00     0.00     0.00        5  <Class::Thread>#pass
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#request_parameters
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Reflection::MacroReflection#sanitized_conditions
  0.01      0.00     0.00     0.00     0.00        5  Array#unshift
  0.01      0.05     0.00     0.00     0.05        1  ActionController::ParamsParser#call
  0.01      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#dup
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Base#params
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Filters::ClassMethods#filter_chain
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Filters::Filter#should_run_callback?
  0.01      0.00     0.00     0.00     0.00        1  Module#include
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#set_conditional_cache_control!
  0.01      0.00     0.00     0.00     0.00        4  ActiveRecord::Reflection::AssociationReflection#primary_key_name
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Layout#active_layout
  0.01      0.00     0.00     0.00     0.00        1  Rack::Utils::HeaderHash#initialize
  0.01      0.00     0.00     0.00     0.00        2  <Class::ActionView::Helpers::InstanceTag>#value
  0.01      0.05     0.00     0.00     0.05        1  ActionController::Filters::InstanceMethods#process
  0.01      0.05     0.00     0.00     0.05        1  Rack::MethodOverride#call
  0.01      0.00     0.00     0.00     0.00        2  I18n::Backend::Base#pluralize
  0.01      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#scoped?
  0.01      0.00     0.00     0.00     0.00        5  Object#initialize
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Helpers::RawOutputHelper#raw
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#charset=
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::AssociationCollection#reset
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#clear_active_connections!
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#before_dispatch_callback_chain
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::Memoizable::InstanceMethods#freeze
  0.01      0.00     0.00     0.00     0.00        1  Regexp#initialize
  0.01      0.00     0.00     0.00     0.00        7  Kernel#eql?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Filters::InstanceMethods#run_after_filters


